3	5	 16.07	  2.48	 14.59	  0.59
3	6	 13.72	  0.81	  4.07	  0.11
3	7	 16.75	  2.30	  3.68	  0.63
3	8	 19.79	  2.58	  4.38	  0.33
3	9	 19.42	  1.82	  4.05	  0.61
3	10	 20.53	  1.62	  3.94	  0.72
4	1	  8.99	  1.20	  3.69	  0.81
4	2	 11.82	  1.35	  3.53	  0.81
4	3	 12.65	  1.50	  3.54	  0.52
4	4	 15.23	  1.45	  3.53	  0.70
4	5	 14.87	  2.09	  3.25	  0.70
4	6	 16.76	  2.21	  4.05	  0.63
4	7	 18.75	  0.90	  3.58	  0.43
4	8	 19.23	  1.83	  4.83	  0.76
4	9	 19.98	  2.38	  4.56	  0.56
4	10	 22.53	  2.19	  4.84	  0.70
5	1	  9.08	  1.45	  2.27	  0.59
5	2	 12.03	  1.10	  2.79	  0.67
5	3	 13.82	  2.34	  2.78	  0.50
5	4	 15.13	  2.35	  3.19	  0.48
5	5	 15.69	  2.67	  5.06	  0.21
5	6	 17.11	  2.51	  3.92	  0.33
5	7	 18.25	  0.80	  6.76	  0.28
5	8	 22.06	  1.72	  4.34	  0.59
5	9	 21.87	  0.95	  5.36	  0.44
5	10	 21.45	  0.93	  3.93	  0.28
6	1	 10.69	  2.48	  2.90	  0.45
6	2	 12.42	  1.47	  2.83	  0.81
6	3	 12.42	  2.32	  3.55	  0.59
6	4	 15.18	  2.26	  3.20	  0.60
6	5	 16.79	  1.12	  3.98	  0.57
6	6	 17.71	  1.74	  3.98	  0.63
6	7	 20.40	  1.13	  5.18	  0.38
6	8	 19.35	  1.92	  5.18	  0.78
6	9	 20.74	  0.69	  3.64	  0.23
6	10	 22.57	  2.09	  4.37	  0.79
7	1	  9.54	  0.78	  3.03	  0.07
7	2	  9.99	  1.08	  2.21	  0.41
7	3	 13.79	  2.42	  3.71	  0.37
7	4	 15.70	  2.39	  4.73	  0.39
7	5	 16.95	  2.23	  3.81	  0.51
7	6	 18.00	  0.89	  3.77	  0.27
7	7	 19.61	  1.65	  3.84	  0.65
7	8	 21.17	  1.31	 15.84	  0.47
7	9	 23.32	  1.44	  4.62	  0.69
7	10	 23.22	  0.76	  5.29	  0.10
8	1	 12.59	  1.77	  2.64	  0.64
8	2	 12.74	  1.24	  2.34	  0.64
8	3	 15.66	  2.08	  4.18	  0.62
8	4	 16.05	  2.19	  3.65	  0.65
8	5	 18.69	  2.69	  3.71	  0.44
8	6	 18.98	  1.73	  3.65	  0.60
8	7	 18.97	  1.12	  4.38	  0.40
8	8	 21.30	  0.79	  4.63	  0.18
8	9	 22.35	  2.57	  4.79	  0.44
8	10	 23.40	  1.24	  5.67	  0.58
9	1	 11.93	  1.44	  3.17	  0.63
9	2	 11.25	  0.93	  3.00	  0.42
9	3	 14.82	  2.37	  4.76	  0.40
9	4	 16.41	  0.82	  3.88	  0.25
9	5	 16.58	  0.70	  4.17	  0.11
9	6	 16.78	  1.01	  4.80	  0.43
9	7	 17.08	  1.87	  3.72	  0.98
9	8	 20.17	  1.05	 22.24	  0.40
9	9	 23.48	  1.65	  4.57	  0.90
9	10	 21.65	  0.77	  3.54	  0.37
10	1	 10.00	  0.86	  2.25	  0.30
10	2	 12.61	  1.98	  2.92	  0.78
10	3	 13.60	  0.76	  4.73	  0.21
10	4	 13.43	  0.78	  1.87	  0.21
10	5	 17.81	  2.27	  4.30	  0.64
10	6	 18.28	  1.20	  4.26	  0.51
10	7	 21.07	  2.24	  4.09	  0.54
10	8	 22.62	  1.56	  4.61	  0.71
10	9	 20.12	  2.09	  3.32	  0.61
10	10	 24.53	  1.70	  3.86	  0.49
